#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_twin" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_twin" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_twin" name="distribution" x="@birthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:alignment_twin" name="distribution">
#            <parameter id="kappa.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:alignment_twin" kappa="@kappa.s:alignment_twin" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:alignment_twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_twin" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
0	-5842.158336608699	-5838.0217731689345	-4.136563439764528	-5838.0217731689345	0.7933168205510505	2.0	0.25	0.25	0.25	0.25	-2.271203405790241	1.0
1000	-4312.043031060233	-4306.713905859057	-5.329125201175644	-4306.713905859057	1.2795799825611802	2.0	0.25	0.25	0.25	0.25	-3.4637651672013563	1.2143948188345883
2000	-4312.067747125622	-4306.623937082707	-5.44381004291534	-4306.623937082707	1.173679872849737	2.0	0.25	0.25	0.25	0.25	-3.5784500089410525	0.5055979109598475
3000	-4307.95744362913	-4302.488627976903	-5.468815652225818	-4302.488627976903	1.0546444340007608	1.8387991677681248	0.23506199973903946	0.2587105340091091	0.2497689771432229	0.25645848910862856	-3.6687271214299058	1.9940621671116716
4000	-4295.705156402534	-4291.244685930867	-4.460470471667985	-4291.244685930867	1.12046626989781	1.1126626174284002	0.23506199973903946	0.2664756997597813	0.24902254562202347	0.24943975487915576	-2.956309281187	1.2684383461055078
5000	-4298.134788691393	-4292.342739035573	-5.792049655820138	-4292.342739035573	1.0500535016269146	1.1126626174284002	0.2436267327211059	0.2664756997597813	0.23774752827423962	0.25215003924487317	-4.287888465339154	2.479069428910736
6000	-4298.374562944719	-4290.759548896316	-7.615014048402866	-4290.759548896316	1.0881082744731616	1.1126626174284002	0.23733457389052953	0.2664756997597813	0.244039687104816	0.25215003924487317	-6.1108528579218815	3.3973205274217926
7000	-4293.794087163061	-4288.797793080174	-4.996294082885937	-4288.797793080174	0.9885921527383035	0.6856376529099566	0.24014276613356306	0.2636675075167478	0.244039687104816	0.25215003924487317	-3.6244988651766077	2.2770707266865537
8000	-4292.763706245024	-4288.401706405833	-4.361999839191437	-4288.401706405833	1.0476244059514157	0.6856376529099566	0.24014276613356306	0.2636675075167478	0.244039687104816	0.25215003924487317	-2.990204621482108	1.4673927217653908
9000	-4293.423708748798	-4289.027551778389	-4.3961569704083825	-4289.027551778389	0.9526714226424833	0.9174517696757983	0.24580271230003367	0.25903621156473045	0.244039687104816	0.2511213890304199	-2.962715508565752	1.7590912453968248
10000	-4292.793336928874	-4288.466494848922	-4.3268420799518665	-4288.466494848922	0.9237903331141286	0.9174517696757983	0.24580271230003367	0.26581459248634254	0.244039687104816	0.24434300810880785	-2.893400618109236	0.6725754120972466
11000	-4291.8863177435705	-4287.708633273828	-4.177684469742689	-4287.708633273828	0.9706607133928904	0.9174517696757983	0.24580271230003367	0.2600915156373134	0.2497627639538451	0.24434300810880785	-2.744243007900059	1.469143183724626
12000	-4294.101355001917	-4289.01330666619	-5.088048335727158	-4289.01330666619	1.096656548532365	0.7585163025472973	0.2519152190558204	0.25228730979282427	0.2497627639538451	0.24603470719751022	-3.701021573717881	1.9776268755449076
13000	-4294.033183393799	-4290.115005642604	-3.918177751194533	-4290.115005642604	0.944877322342019	0.7585163025472973	0.2519152190558204	0.25228730979282427	0.26392950794120335	0.231867963210152	-2.531150989185256	1.2219311374889552
14000	-4295.650411430511	-4290.324105408274	-5.326306022237013	-4290.324105408274	0.903515750823248	0.7585163025472973	0.2519152190558204	0.2589859656979071	0.2641594617312083	0.22493935351506417	-3.939279260227736	2.8020955123469613
15000	-4293.884900084471	-4289.568382808278	-4.316517276192801	-4289.568382808278	0.9823977563106985	0.7585163025472973	0.24740606721594424	0.2589859656979071	0.2641594617312083	0.22944850535494035	-2.9294905141835246	0.7311494380247892
16000	-4292.986994597444	-4288.74983584399	-4.237158753454487	-4288.74983584399	1.0515275242452298	0.7585163025472973	0.24740606721594424	0.2589859656979071	0.2641594617312083	0.22944850535494035	-2.8501319914452106	0.8824642569735316
17000	-4297.16240210614	-4293.26742698649	-3.894975119649967	-4293.26742698649	0.8525971524217921	0.7585163025472973	0.24740606721594424	0.2589859656979071	0.2641594617312083	0.22944850535494035	-2.5079483576406902	1.5988735740469833
18000	-4293.123718608427	-4289.050144178327	-4.073574430100152	-4289.050144178327	0.8911501529539443	0.7585163025472973	0.24095724132439564	0.2654347915894557	0.2641594617312083	0.22944850535494035	-2.686547668090875	0.7806387161952802
19000	-4292.947351002016	-4288.976702277506	-3.9706487245103506	-4288.976702277506	0.9028344995326522	0.7585163025472973	0.23863423446199714	0.2657573170442371	0.2659331188484776	0.2296753296452882	-2.583621962501074	1.5389085887413827
20000	-4293.411540959693	-4289.402919055392	-4.008621904301749	-4289.402919055392	0.9375450257834573	0.7585163025472973	0.24480856498154616	0.2595829865246881	0.2659331188484776	0.2296753296452882	-2.621595142292472	1.4462366993699358
21000	-4294.781284439851	-4287.599207175775	-7.182077264077142	-4287.599207175775	0.9841762173882289	0.8928820566620064	0.24480856498154616	0.25951619020378536	0.2612199425209295	0.234455302293739	-5.756675599641197	3.5789837337511528
