#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:true_alignment_1_evidence" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:true_alignment_1_evidence" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:true_alignment_1_evidence" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:true_alignment_1_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.true_alignment_1_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:true_alignment_1_evidence" name="distribution" x="@BDBirthRate.t:true_alignment_1_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:true_alignment_1_evidence" name="distribution" x="@BDDeathRate.t:true_alignment_1_evidence">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:true_alignment_1_evidence" name="distribution">
#            <parameter id="kappa1.s:true_alignment_1_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:true_alignment_1_evidence" name="distribution">
#            <parameter id="kappa2.s:true_alignment_1_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment_1_evidence" id="treeLikelihood.true_alignment_1_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment_1_evidence">
#            <siteModel id="SiteModel.s:true_alignment_1_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment_1_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment_1_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment_1_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:true_alignment_1_evidence" kappa1="@kappa1.s:true_alignment_1_evidence" kappa2="@kappa2.s:true_alignment_1_evidence" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:true_alignment_1_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:true_alignment_1_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:true_alignment_1_evidence" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:true_alignment_1_evidence" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BirthDeath	BDBirthRate	BDDeathRate
0	-56631.25953951836	-56583.50776673037	-56631.25953951836	47.751772787993005	-56631.25953951836	0.04614224896581717	2.4315118787402863	3.7419351664271185	0.2522760264766746	0.2565375671065346	0.24558344821393174	0.24560295820285916	52.280717195288794	40.940757279578314	0.44283432062973377
1	-48944.21573906734	-48902.146128780834	-48944.21573906734	42.06961028650471	-48944.21573906734	0.05771692553386454	0.4048084088157006	4.345394280839746	0.25265986195051976	0.2481748448934665	0.2636142283866737	0.23555106476934004	46.14945721731136	48.73722689354669	0.02098228763585915
2	-48409.80245366124	-48364.73120398203	-48409.80245366124	45.07124967921474	-48409.80245366124	0.0535727530588311	0.6575026023872684	2.7091609877209684	0.25265986195051976	0.2506402802122628	0.2603692247963916	0.2363306330408258	48.577367847313255	44.33329281279399	0.01936340672873741
3	-47061.627611825104	-47029.34165976564	-47061.627611825104	32.28595205946502	-47061.627611825104	0.18590469308761837	0.9404405360673028	2.7338509190793547	0.240664379015584	0.24240336857361205	0.2667465701922199	0.25018568221858395	35.87493806233644	22.913390994038654	0.3728057446302698
4	-41006.13288754477	-40999.79175080943	-41006.13288754477	6.341136735343339	-41006.13288754477	0.43239614429627543	9.435802882262823	2.9191208917001004	0.2379684168684881	0.23893293235976837	0.2782007397572094	0.24489791101453404	12.4383393222912	5.587738649486259	0.31373553934424175
5	-35985.63796207898	-35987.30154685509	-35985.63796207898	-1.6635847761048619	-35985.63796207898	1.110259504862506	5.2514050058983885	4.223823759183005	0.2431936340048137	0.23541480397409198	0.27078695416313026	0.250604607857964	3.920733958180329	1.6430237016886609	0.705010634832911
6	-32588.32803726376	-32605.645306525574	-32588.32803726376	-17.317269261814374	-32588.32803726376	2.2755482107946006	7.42786821754096	4.517432328555315	0.24249799412245016	0.21620416363727682	0.2912107452885451	0.25008709695172787	-11.113998549771928	0.9766234326312716	0.4699263661226942
7	-29224.264277891176	-29254.708321130936	-29224.264277891176	-30.444043239761136	-29224.264277891176	6.202649728563844	3.5132400079604165	4.594173176714567	0.2346679637556501	0.21725064974530614	0.290264050971454	0.25781733552758973	-25.26936265699768	0.6112483648889242	0.2556791536307741
8	-27665.63614935212	-27682.941472333372	-27665.63614935212	-17.305322981249393	-27665.63614935212	1.6237352482029892	2.7376213507131624	4.594173176714567	0.25070447615381464	0.21752601949574626	0.2827223205227623	0.2490471838276768	-12.401135454992653	1.0219144100030693	0.04799279326394973
9	-27382.2858949843	-27405.77454698389	-27382.2858949843	-23.488651999589578	-27382.2858949843	2.7390039939696487	1.4381378684255968	4.008364642452833	0.282079830830751	0.19629362786378676	0.2733016712036107	0.24832487010185156	-19.274782259078115	0.5084256846868627	0.4820675393425653
10	-25607.08416000637	-25655.859852780257	-25607.08416000637	-48.77569277388731	-25607.08416000637	9.667879278247488	2.2870018233023273	1.6898183001063298	0.2870306360774335	0.19905371188300502	0.27911004699023695	0.23480560504932443	-45.057800088424536	0.09491712163365368	0.34428090808379935
11	-25132.971981804625	-25200.830480785764	-25132.971981804625	-67.85849898113835	-25132.971981804625	32.11233298451559	1.6776487098948636	1.882063708830887	0.28739622546112786	0.19223874664799379	0.2809653408148954	0.23939968707598294	-64.30679286967661	0.08686056205528042	0.6701317421251197
12	-25078.9428556306	-25142.712949794335	-25078.9428556306	-63.77009416373466	-25078.9428556306	30.615226425291237	1.5444965623961453	1.0592581171216469	0.28640394806289854	0.2097306124821408	0.2727414061597709	0.2311240332951897	-60.6071854665485	0.09211399494394665	0.49097083304544004
13	-24921.85812440808	-24940.154020571445	-24921.85812440808	-18.295896163363253	-24921.85812440808	1.735011572708383	0.6694821115528561	0.7329284406914968	0.2865303556898887	0.2130129320320928	0.28494347501430234	0.21551323726371616	-15.54562370494794	0.9769260869973003	0.3225419069161551
14	-24872.327425090785	-24910.184568926765	-24872.327425090785	-37.857143835979016	-24872.327425090785	6.330685032121817	0.41087514245795065	0.8956088689821874	0.27770126074930596	0.2214610914248945	0.2841567189646013	0.21668092886119827	-35.03582033464849	0.22517109087643453	0.31106152077439203
